long_d,4,"after 2004, its main use was investigation of [[nuclear transmutation|transmutation]] of [[nuclear waste]] while also generating some electricity.",f
long_d,4,"name=iaea-pris/>  the [[astrid (reactor)|astrid]] (advanced sodium technical reactor for industrial demonstration) reactor, with a power generating capacity of 600 mw<sub>e</sub>, is likely to succeed phénix in its role as a french-built [[sodium-cooled fast reactor]] and is also part of the international [[generation iv reactor]] programme.<ref>[http://www.cea.fr/le_cea/actualites/accord_collaboration_areva_cea_astrid-42715]",t
long_d,4,iarchive has it --> *[https://web.archive.org/web/20050317001455/http://www2.ijs.si/~icjt/plants/uni/a/uni110a.html,f
long_m,42,"name=iaea-pris/>  the [[astrid (reactor)|astrid]] (advanced sodium technical reactor for industrial demonstration) reactor, with a power generating capacity of 600 mw<sub>e</sub>, is likely to succeed phénix in its role as a french-built [[sodium-cooled fast reactor]] and is also part of the international [[generation iv reactor]] programme.<ref>[http://www.cea.fr/le_cea/actualites/accord_collaboration_areva_cea_astrid-42715]",t
long_s,42,"name=iaea-pris/>  the [[astrid (reactor)|astrid]] (advanced sodium technical reactor for industrial demonstration) reactor, with a power generating capacity of 600 mw<sub>e</sub>, is likely to succeed phénix in its role as a french-built [[sodium-cooled fast reactor]] and is also part of the international [[generation iv reactor]] programme.<ref>[http://www.cea.fr/le_cea/actualites/accord_collaboration_areva_cea_astrid-42715]",t
long_ew,e,"phénix (french for [[wikt:phoenix|phoenix]]) was a small-scale (gross 264/net 233 mw<sub>e</sub>) prototype [[fast breeder reactor]], located at the [[marcoule]] nuclear site, near [[orange, france]].",f
long_ew,e,it was a pool-type liquid-metal fast breeder reactor cooled with liquid [[sodium]].,f
long_ew,e,"it generated 590&nbsp;mw of thermal power, and had a breeding ratio of 1.12 (12% more [[plutonium]] produced than consumed),  but normally had to be stopped for refueling operations every 2 months.",f
long_ew,e,phénix continued operating after the closure of the subsequent full-scale prototype [[superphénix]] in 1997.,f
long_ew,e,"after 2004, its main use was investigation of [[nuclear transmutation|transmutation]] of [[nuclear waste]] while also generating some electricity.",f
long_ew,e,phénix was shut down in 2009.<ref,f
long_ew,e,name=wna-france>{{cite web |url=http://www.world-nuclear.org/info/country-profiles/countries-a-f/france/,f
long_ew,e,|title=nuclear power in france |publisher=world nuclear association |date=1 february 2015 |accessdate=21 february 2015}}</ref>  [[file:cea marcoule site.jpg|thumb|left|the,f
long_ew,e,"marcoule site, with the phénix reactor on the left side]] construction of phénix began in november 1968.",f
long_ew,e,the first connection to the french national electricity grid was in december 1973.<ref,f
long_ew,e,"name=iaea-pris/>  the [[astrid (reactor)|astrid]] (advanced sodium technical reactor for industrial demonstration) reactor, with a power generating capacity of 600 mw<sub>e</sub>, is likely to succeed phénix in its role as a french-built [[sodium-cooled fast reactor]] and is also part of the international [[generation iv reactor]] programme.<ref>[http://www.cea.fr/le_cea/actualites/accord_collaboration_areva_cea_astrid-42715]",f
long_ew,e,"cea press release, november 9, 2010 (french)</ref>  a decision on construction will be made in 2019.<ref",f
long_ew,e,"name=wna-france/>  == see also == * [[superphénix]], the main reactor for which this was the demonstration  ==references== {{reflist}}  ==external links== {{wiktionary}} <!--*[http://www2.ijs.si/~icjt/plants/uni/a/uni110a.html",f
long_ew,e,summary of key parameters] moved.,f
long_ew,e,iarchive has it --> *[https://web.archive.org/web/20050317001455/http://www2.ijs.si/~icjt/plants/uni/a/uni110a.html,f
long_ew,e,summary of key parameters] *[http://econtent.unm.edu/cdm/singleitem/collection/nuceng/id/61/rec/2,f
long_ew,e,phénix fbr] (drawing)  {{french nuclear power plants}}  {{defaultsort:phenix}} [[category:nuclear power stations in france]] [[category:nuclear technology in france]] [[category:liquid metal fast reactors]],f
coordinates_display,title,|title=nuclear power in france |publisher=world nuclear association |date=1 february 2015 |accessdate=21 february 2015}}</ref>  [[file:cea marcoule site.jpg|thumb|left|the,t
country,france,"phénix (french for [[wikt:phoenix|phoenix]]) was a small-scale (gross 264/net 233 mw<sub>e</sub>) prototype [[fast breeder reactor]], located at the [[marcoule]] nuclear site, near [[orange, france]].",f
country,france,name=wna-france>{{cite web |url=http://www.world-nuclear.org/info/country-profiles/countries-a-f/france/,t
country,france,|title=nuclear power in france |publisher=world nuclear association |date=1 february 2015 |accessdate=21 february 2015}}</ref>  [[file:cea marcoule site.jpg|thumb|left|the,f
country,france,"name=wna-france/>  == see also == * [[superphénix]], the main reactor for which this was the demonstration  ==references== {{reflist}}  ==external links== {{wiktionary}} <!--*[http://www2.ijs.si/~icjt/plants/uni/a/uni110a.html",f
country,france,phénix fbr] (drawing)  {{french nuclear power plants}}  {{defaultsort:phenix}} [[category:nuclear power stations in france]] [[category:nuclear technology in france]] [[category:liquid metal fast reactors]],f
location,marcoule,"phénix (french for [[wikt:phoenix|phoenix]]) was a small-scale (gross 264/net 233 mw<sub>e</sub>) prototype [[fast breeder reactor]], located at the [[marcoule]] nuclear site, near [[orange, france]].",f
location,marcoule,|title=nuclear power in france |publisher=world nuclear association |date=1 february 2015 |accessdate=21 february 2015}}</ref>  [[file:cea marcoule site.jpg|thumb|left|the,f
location,marcoule,"marcoule site, with the phénix reactor on the left side]] construction of phénix began in november 1968.",f
construction_began,1968,"marcoule site, with the phénix reactor on the left side]] construction of phénix began in november 1968.",t
name,crystal rig wind farm,crystal rig wind farm is an operational onshore wind farm located on the [[lammermuir hills]] in the [[scottish borders]] region of [[scotland]].,t
name,crystal rig wind farm,berwickshire news article from 1 september 2010]</ref>  ==references== {{reflist}}  ==external links== {{commons-inline|category:crystal rig wind farm|crystal rig wind farm}}  {{scottish energy}} {{wind power in the united kingdom}}  [[category:wind farms in scotland]],t
lat_d,55,olsen crystal rig 3 eia scoping report]</ref> this would extend the farm to the north of crystal rig 2a. it could consist of between 9 and 18 turbines and make use of the spare capacity in the grid connection.<ref>[http://www.berwickshire-news.co.uk/news/winds-of-change-in-lammermuir.6506655.jp,t
lat_s,0,when phase 1 was completed in may 2004 it was the largest wind farm in scotland.,t
lat_s,0,the farm was built in four stages:-  crystal rig: completed in may 2004 it consists of 20 nordex n80 turbines producing a maximum of 50&nbsp;mw.,t
lat_s,0,crystal rig 1a: an extension completed in may 2007 adding a further 5 n80 turbines to increase the maximum to 62.5&nbsp;mw.,t
lat_s,0,crystal rig 2 & 2a: both completed in september 2010<ref>[http://www.bwea.com/media/news/articles/pr20100923-2.html,t
lat_s,0,the whole site therefore has 85 turbines and a nameplate capacity of 200.5&nbsp;mw.,t
lat_ns,n,crystal rig wind farm is an operational onshore wind farm located on the [[lammermuir hills]] in the [[scottish borders]] region of [[scotland]].,t
lat_ns,n,when phase 1 was completed in may 2004 it was the largest wind farm in scotland.,f
lat_ns,n,"as a result of 3 extensions it is currently the 2nd largest wind farm in the uk, in terms of nameplate capacity and one of the top five largest in number of turbines.",t
lat_ns,n,the wind farm was developed and is owned by fred.,f
lat_ns,n,olsen renewables ltd.,f
lat_ns,n,olsen & co.|fred.,f
lat_ns,n,"olsen group]] and is managed by natural power, another member of the fred olsen group.",f
lat_ns,n,turbine maintenance and service is carried out by technicians from [[nordex se]] and [[siemens]].,t
lat_ns,n,"since the completion of crystal rig 2 in 2010, siemens have based their main service centre for all wind farms in the south east with siemens turbines in use at the turbine control centre at crystal rig whose offices are shared with natural power.",t
lat_ns,n,"this enables siemens technicians with easy access to all 60 turbines on site and to the nearby wind farms of aikengall 2, carcant, toddleburn and black hill wind farms.",t
lat_ns,n,nordex base their service centre in [[loanhead]] which is based half way between crystal rig 1/1a and bowbeat wind farm where 24 nordex n60 turbines fall on the [[moorfoot hills]].,f
lat_ns,n,the farm was built in four stages:-  crystal rig: completed in may 2004 it consists of 20 nordex n80 turbines producing a maximum of 50&nbsp;mw.,t
lat_ns,n,crystal rig 1a: an extension completed in may 2007 adding a further 5 n80 turbines to increase the maximum to 62.5&nbsp;mw.,t
lat_ns,n,crystal rig 2 & 2a: both completed in september 2010<ref>[http://www.bwea.com/media/news/articles/pr20100923-2.html,f
lat_ns,n,renewablesuk press release 23 september 2010]</ref> they consist of 60 siemens swt-2.3,t
lat_ns,n,turbines in total capable of producing 138&nbsp;mw.,f
lat_ns,n,the whole site therefore has 85 turbines and a nameplate capacity of 200.5&nbsp;mw.,t
lat_ns,n,crystal rig 1 and 1a are connected to the [[scottish power]] transmission network at the [[dunbar]] substation 10&nbsp;km to the north.<ref>http://www.fredolsen-renewables.com/?aid=9074435</ref> a dedicated substation has been built on site for the connection of crystal rig 2 and 2a.  a third phase has also been assessed for potential development.<ref>[http://www.eastlothian.gov.uk/downloads/crystal_rig_3_scoping_document.pdf,t
lat_ns,n,olsen crystal rig 3 eia scoping report]</ref> this would extend the farm to the north of crystal rig 2a. it could consist of between 9 and 18 turbines and make use of the spare capacity in the grid connection.<ref>[http://www.berwickshire-news.co.uk/news/winds-of-change-in-lammermuir.6506655.jp,t
lat_ns,n,berwickshire news article from 1 september 2010]</ref>  ==references== {{reflist}}  ==external links== {{commons-inline|category:crystal rig wind farm|crystal rig wind farm}}  {{scottish energy}} {{wind power in the united kingdom}}  [[category:wind farms in scotland]],t
long_s,0,when phase 1 was completed in may 2004 it was the largest wind farm in scotland.,t
long_s,0,the farm was built in four stages:-  crystal rig: completed in may 2004 it consists of 20 nordex n80 turbines producing a maximum of 50&nbsp;mw.,t
long_s,0,crystal rig 1a: an extension completed in may 2007 adding a further 5 n80 turbines to increase the maximum to 62.5&nbsp;mw.,t
long_s,0,crystal rig 2 & 2a: both completed in september 2010<ref>[http://www.bwea.com/media/news/articles/pr20100923-2.html,t
long_s,0,the whole site therefore has 85 turbines and a nameplate capacity of 200.5&nbsp;mw.,t
long_ew,w,crystal rig wind farm is an operational onshore wind farm located on the [[lammermuir hills]] in the [[scottish borders]] region of [[scotland]].,f
long_ew,w,when phase 1 was completed in may 2004 it was the largest wind farm in scotland.,f
long_ew,w,"as a result of 3 extensions it is currently the 2nd largest wind farm in the uk, in terms of nameplate capacity and one of the top five largest in number of turbines.",f
long_ew,w,the wind farm was developed and is owned by fred.,f
long_ew,w,olsen renewables ltd.,t
long_ew,w,"olsen group]] and is managed by natural power, another member of the fred olsen group.",f
long_ew,w,"since the completion of crystal rig 2 in 2010, siemens have based their main service centre for all wind farms in the south east with siemens turbines in use at the turbine control centre at crystal rig whose offices are shared with natural power.",f
long_ew,w,"this enables siemens technicians with easy access to all 60 turbines on site and to the nearby wind farms of aikengall 2, carcant, toddleburn and black hill wind farms.",f
long_ew,w,nordex base their service centre in [[loanhead]] which is based half way between crystal rig 1/1a and bowbeat wind farm where 24 nordex n60 turbines fall on the [[moorfoot hills]].,f
long_ew,w,the farm was built in four stages:-  crystal rig: completed in may 2004 it consists of 20 nordex n80 turbines producing a maximum of 50&nbsp;mw.,f
long_ew,w,crystal rig 1a: an extension completed in may 2007 adding a further 5 n80 turbines to increase the maximum to 62.5&nbsp;mw.,f
long_ew,w,crystal rig 2 & 2a: both completed in september 2010<ref>[http://www.bwea.com/media/news/articles/pr20100923-2.html,t
long_ew,w,renewablesuk press release 23 september 2010]</ref> they consist of 60 siemens swt-2.3,t
long_ew,w,turbines in total capable of producing 138&nbsp;mw.,f
long_ew,w,the whole site therefore has 85 turbines and a nameplate capacity of 200.5&nbsp;mw.,f
long_ew,w,crystal rig 1 and 1a are connected to the [[scottish power]] transmission network at the [[dunbar]] substation 10&nbsp;km to the north.<ref>http://www.fredolsen-renewables.com/?aid=9074435</ref> a dedicated substation has been built on site for the connection of crystal rig 2 and 2a.  a third phase has also been assessed for potential development.<ref>[http://www.eastlothian.gov.uk/downloads/crystal_rig_3_scoping_document.pdf,t
long_ew,w,olsen crystal rig 3 eia scoping report]</ref> this would extend the farm to the north of crystal rig 2a. it could consist of between 9 and 18 turbines and make use of the spare capacity in the grid connection.<ref>[http://www.berwickshire-news.co.uk/news/winds-of-change-in-lammermuir.6506655.jp,t
long_ew,w,berwickshire news article from 1 september 2010]</ref>  ==references== {{reflist}}  ==external links== {{commons-inline|category:crystal rig wind farm|crystal rig wind farm}}  {{scottish energy}} {{wind power in the united kingdom}}  [[category:wind farms in scotland]],t
status,operational,crystal rig wind farm is an operational onshore wind farm located on the [[lammermuir hills]] in the [[scottish borders]] region of [[scotland]].,t
commissioned,2004,when phase 1 was completed in may 2004 it was the largest wind farm in scotland.,f
commissioned,2004,the farm was built in four stages:-  crystal rig: completed in may 2004 it consists of 20 nordex n80 turbines producing a maximum of 50&nbsp;mw.,f
ps_units_operational,85,the whole site therefore has 85 turbines and a nameplate capacity of 200.5&nbsp;mw.,t
ps_electrical_capacity,200.5&nbsp;mw,the whole site therefore has 85 turbines and a nameplate capacity of 200.5&nbsp;mw.,t
name,encina power station,"the encina power station (eps) is a large [[natural gas]] and [[fuel oil|oil]]-fueled [[fossil fuel power station|electricity generating plant]] located in [[carlsbad, california|carlsbad]], [[california]], in [[san diego county]].",t
name,encina power station,Erro:501,t
name,encina power station,"retrieved on 2014-08-18.</ref> as of may 2014, a gas-fired facility will sit adjacent to the encina power station and eventually replace the 400-ft smokestack.<ref>[http://article.wn.com/view/2014/05/28/utility_puts_carlsbad_power_plant_on_fast_track_new_power_ge/ utility puts carlsbad power plant on fast track - new power generator pursued in carlsbad] 2014-05-28.",t
location_map,"san diego county, california","news |last=lee |first=morgan |title=coastal power plant at carlsbad approved |url=http://www.utsandiego.com/news/2015/may/21/cpuc-carlsbad-power-plant/2/?#article-copy |newspaper=san diego union tribune |date=21 may 2015 |access-date=10 june 2015 }}</ref>  ==references== {{reflist}}  [[category:energy infrastructure completed in 1954]] [[category:buildings and structures in san diego county, california]] [[category:natural gas-fired power stations in california]] [[category:oil-fired power stations in california]] [[category:carlsbad, california]]",t
lat_m,8,"a january 17, 2008, article in the wall street journal states, in november, connecticut-based poseidon resources corp.",t
lat_m,8,"(2008-01-17) [http://online.wsj.com/article/sb120053698876396483.html?mod=googlenews_wsj water, water, everywhere... ]. online.wsj.com.",t
lat_m,8,"$1,000 per acre-foot works out to $3.06 for 1,000 gallons, or $.81 for 1 cubic meter, which is the unit of water measurement that residential water users are accustomed to being billed in.<ref>[http://www.lasvegassun.com/news/2008/mar/21/desalination-gets-serious-look/",t
lat_m,8,"desalination gets a serious look] friday, march 21, 2008.",t
lat_m,8,"retrieved on 2014-08-18.</ref> about 30 miles north<ref>nemec, richard.",t
lat_m,8,ngis daily gas price index retrieved on 2014-08-18.</ref>,f
lat_m,8,[https://thecoastnews.com/2014/08/proceedings-for-proposed-power-plant-move-forward/,t
lat_m,8,"retrieved on 2014-08-18.</ref> as of may 2014, a gas-fired facility will sit adjacent to the encina power station and eventually replace the 400-ft smokestack.<ref>[http://article.wn.com/view/2014/05/28/utility_puts_carlsbad_power_plant_on_fast_track_new_power_ge/ utility puts carlsbad power plant on fast track - new power generator pursued in carlsbad] 2014-05-28.",t
lat_m,8,"retrieved on 2014-08-18.</ref> in may 2015, plans to modify the plant to a natural gas facility were approved by the public utilities commission; construction is planned to begin in 2016.<ref>{{cite",t
lat_s,11,11 jan.,f
lat_s,11,retrieved on 2011-03-20.</ref>,f
lat_s,11,"retrieved on 2011-03-20.</ref>  in november 2012, the state court of appeals affirmed the trial court’s rejection of the last remaining legal challenge to the desalination project, and financing the following month.",t
lat_s,11,"11, 2014.",f
lat_ns,n,"the encina power station (eps) is a large [[natural gas]] and [[fuel oil|oil]]-fueled [[fossil fuel power station|electricity generating plant]] located in [[carlsbad, california|carlsbad]], [[california]], in [[san diego county]].",f
lat_ns,n,"constructed in 1954, it is one of the major suppliers of electricity for the region as well as one of the regions oldest.",t
lat_ns,n,the plant is owned by [[nrg energy]].<ref>tenera,f
lat_ns,n,environmental.,f
lat_ns,n,"316 (b) water cooling intake effects, entrainment and impingement sampling plan.",f
lat_ns,n,"san luis obispo, 2004.</ref>",f
lat_ns,n,Erro:507,t
lat_ns,n,"now home to blue herons, ibises, and a multitude of aquatic life, the lagoon is attached to the ocean and other waterways through rising tide levels and various small creeks.",t
lat_ns,n,the lagoon serves as eps source for its [[once-through cooling]] and is also owned by nrg energy.,f
lat_ns,n,Erro:501,t
lat_ns,n,power plant expansion moving forward despite opposition.”,t
lat_ns,n,"san diego news room, 12 jan.",f
lat_ns,n,2010 ; [http://www.energy.ca.gov/sitingcases/carlsbad/index.html,f
lat_ns,n,"california energy commission entry]</ref>  this has been met with considerable political opposition by local homeowners and environmentalists.<ref>joyce,",t
lat_ns,n,“carlsbad group opposes encina power plant expansion | kpbs.org.”,t
lat_ns,n,"kpbs san diego: public radio, tv and web.",f
lat_ns,n,11 jan.,f
lat_ns,n,"2010.</ref>  the city of carlsbad issued an injunction against the construction of a new plant, but as of the summer of 2010 plans for the new plant were still moving forward.<ref>burgin, aaron.",t
lat_ns,n,“carlsbad looks to extend ban on power plant.”,f
lat_ns,n,san diego union tribune.,f
lat_ns,n,there are also plans to build a [[carlsbad desalination plant|desalination plant]] at the site.,t
lat_ns,n,"a january 17, 2008, article in the wall street journal states, in november, connecticut-based poseidon resources corp.",f
lat_ns,n,"won a key regulatory approval to build the us$300 million water-[[desalination plant]] in [[carlsbad, california|carlsbad]], north of [[san diego]].",t
lat_ns,n,"the facility would produce {{convert|50000000|usgal}} of drinking water per day, enough to supply about 100,000 homes ... improved technology has cut the cost of desalination in half in the past decade, making it more competitive ... poseidon plans to sell the water for about us $950 per acre-foot [{{convert|1200|m3}}].",t
lat_ns,n,that compares with an average us$700 an acre-foot [1200 m³] that local agencies now pay for water.,f
lat_ns,n,"<ref>kranhold, kathryn.",f
lat_ns,n,"(2008-01-17) [http://online.wsj.com/article/sb120053698876396483.html?mod=googlenews_wsj water, water, everywhere... ]. online.wsj.com.",f
lat_ns,n,retrieved on 2011-03-20.</ref>,f
lat_ns,n,"$1,000 per acre-foot works out to $3.06 for 1,000 gallons, or $.81 for 1 cubic meter, which is the unit of water measurement that residential water users are accustomed to being billed in.<ref>[http://www.lasvegassun.com/news/2008/mar/21/desalination-gets-serious-look/",t
lat_ns,n,"desalination gets a serious look] friday, march 21, 2008.",f
lat_ns,n,las vegas sun.,f
lat_ns,n,"retrieved on 2011-03-20.</ref>  in november 2012, the state court of appeals affirmed the trial court’s rejection of the last remaining legal challenge to the desalination project, and financing the following month.",f
lat_ns,n,construction began in 2013 and was 25% complete by early 2014.<ref>san,t
lat_ns,n,diego county water authority.,f
lat_ns,n,carlsbad desalination project].,f
lat_ns,n,"retrieved on 2014-05-04.</ref>  the closing of [[san onofre nuclear generating station]] (songs)<ref>lee, morgan & garrick, david.",f
lat_ns,n,"[http://www.utsandiego.com/news/2013/dec/03/carlsbad-power-encina-san-onofre-peaker-sdge/all/?print power plant proposal reviving; sdg&e, carlsbad negotiating with company planning to build peaker plant] dec.",f
lat_ns,n,san diego union tribune.,f
lat_ns,n,"retrieved on 2014-05-04.</ref><ref>wisland,",f
lat_ns,n,[http://blog.ucsusa.org/will-california-go-green-or-go-gas-596,f
lat_ns,n,"will california go green or go gas?] june 24, 2014.",f
lat_ns,n,union of concerned scientists.,f
lat_ns,n,"retrieved on 2014-08-18.</ref> about 30 miles north<ref>nemec, richard.",f
lat_ns,n,[http://www.naturalgasintel.com/articles/99319-nrg-ceo-still-expects-ok-for-socal-gas-fired-plant,f
lat_ns,n,"nrg ceo still expects ok for socal gas-fired plant] august 8, 2014.",f
lat_ns,n,ngis daily gas price index retrieved on 2014-08-18.</ref>,f
lat_ns,n,"led to city officials approving the new state-of-the-art power plant in january 2014.<ref>garrick,",f
lat_ns,n,[http://www.utsandiego.com/news/2014/jan/14/carlsbad-encina-power-peaker-plant-deal/,f
lat_ns,n,carlsbad inks deal for new power plant] jan.,f
lat_ns,n,"14, 2014 san diego union tribune.",f
lat_ns,n,"retrieved on 2014-05-04.</ref><ref>wright,",f
lat_ns,n,ellen.,f
lat_ns,n,[https://thecoastnews.com/2014/08/proceedings-for-proposed-power-plant-move-forward/,f
lat_ns,n,- proceedings for proposed power plant move forward] the coast news.,f
lat_ns,n,"retrieved on 2014-08-18.</ref> as of may 2014, a gas-fired facility will sit adjacent to the encina power station and eventually replace the 400-ft smokestack.<ref>[http://article.wn.com/view/2014/05/28/utility_puts_carlsbad_power_plant_on_fast_track_new_power_ge/ utility puts carlsbad power plant on fast track - new power generator pursued in carlsbad] 2014-05-28.",f
lat_ns,n,"retrieved on 2014-08-18.</ref> in may 2015, plans to modify the plant to a natural gas facility were approved by the public utilities commission; construction is planned to begin in 2016.<ref>{{cite",t
lat_ns,n,"news |last=lee |first=morgan |title=coastal power plant at carlsbad approved |url=http://www.utsandiego.com/news/2015/may/21/cpuc-carlsbad-power-plant/2/?#article-copy |newspaper=san diego union tribune |date=21 may 2015 |access-date=10 june 2015 }}</ref>  ==references== {{reflist}}  [[category:energy infrastructure completed in 1954]] [[category:buildings and structures in san diego county, california]] [[category:natural gas-fired power stations in california]] [[category:oil-fired power stations in california]] [[category:carlsbad, california]]",t
long_m,20,"san luis obispo, 2004.</ref>",f
long_m,20,2010 ; [http://www.energy.ca.gov/sitingcases/carlsbad/index.html,t
long_m,20,"2010.</ref>  the city of carlsbad issued an injunction against the construction of a new plant, but as of the summer of 2010 plans for the new plant were still moving forward.<ref>burgin, aaron.",t
long_m,20,9 october 2010.</ref>,f
long_m,20,"a january 17, 2008, article in the wall street journal states, in november, connecticut-based poseidon resources corp.",t
long_m,20,"the facility would produce {{convert|50000000|usgal}} of drinking water per day, enough to supply about 100,000 homes ... improved technology has cut the cost of desalination in half in the past decade, making it more competitive ... poseidon plans to sell the water for about us $950 per acre-foot [{{convert|1200|m3}}].",t
long_m,20,that compares with an average us$700 an acre-foot [1200 m³] that local agencies now pay for water.,t
long_m,20,"(2008-01-17) [http://online.wsj.com/article/sb120053698876396483.html?mod=googlenews_wsj water, water, everywhere... ]. online.wsj.com.",t
long_m,20,retrieved on 2011-03-20.</ref>,f
long_m,20,"$1,000 per acre-foot works out to $3.06 for 1,000 gallons, or $.81 for 1 cubic meter, which is the unit of water measurement that residential water users are accustomed to being billed in.<ref>[http://www.lasvegassun.com/news/2008/mar/21/desalination-gets-serious-look/",t
long_m,20,"desalination gets a serious look] friday, march 21, 2008.",t
long_m,20,"retrieved on 2011-03-20.</ref>  in november 2012, the state court of appeals affirmed the trial court’s rejection of the last remaining legal challenge to the desalination project, and financing the following month.",t
long_m,20,construction began in 2013 and was 25% complete by early 2014.<ref>san,t
long_m,20,"retrieved on 2014-05-04.</ref>  the closing of [[san onofre nuclear generating station]] (songs)<ref>lee, morgan & garrick, david.",t
long_m,20,"[http://www.utsandiego.com/news/2013/dec/03/carlsbad-power-encina-san-onofre-peaker-sdge/all/?print power plant proposal reviving; sdg&e, carlsbad negotiating with company planning to build peaker plant] dec.",t
long_m,20,"3, 2013.",f
long_m,20,"retrieved on 2014-05-04.</ref><ref>wisland,",f
long_m,20,"will california go green or go gas?] june 24, 2014.",f
long_m,20,"retrieved on 2014-08-18.</ref> about 30 miles north<ref>nemec, richard.",t
long_m,20,"nrg ceo still expects ok for socal gas-fired plant] august 8, 2014.",f
long_m,20,ngis daily gas price index retrieved on 2014-08-18.</ref>,f
long_m,20,"led to city officials approving the new state-of-the-art power plant in january 2014.<ref>garrick,",f
long_m,20,[http://www.utsandiego.com/news/2014/jan/14/carlsbad-encina-power-peaker-plant-deal/,t
